"SQ_CANDIDATO";"NM_CANDIDATO";"NM_SOCIAL_CANDIDATO";"SG_PARTIDO";"DS_GENERO";"DS_GRAU_INSTRUCAO";"DS_ESTADO_CIVIL";"DS_COR_RACA";"DS_OCUPACAO";"DS_SITUACAO_CANDIDATURA";"ST_REELEICAO";"nome_key";"BENS_TOTAL";"TOTAL_VOTOS";"DS_SIT_TOT_TURNO";"Nome.candidato";"RECEITA_TOTAL";"FONTE_RECEITA";"ORIGEM_RECEITA"
250000022097;"NORMACI SOUSA SAMPAIO";"#NULO#";"PT";"FEMININO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PRETA";"DONA DE CASA";"APTO";"N";"NORMACI SOUSA SAMPAIO";NA;532;"SUPLENTE";"NORMACI SOUSA SAMPAIO";21727,27;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000013951;"MARCELO OLIVEIRA SANTOS";"#NULO#";"PRTB";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"COMERCIANTE";"APTO";"N";"MARCELO OLIVEIRA SANTOS";NA;815;"NÃO ELEITO";NA;NA;NA;NA
250000005804;"ADRIANA DORÇA DE CARVALHO";"#NULO#";"NOVO";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";"ADRIANA DORÇA DE CARVALHO";61034,65;3569;"SUPLENTE";"ADRIANA DORÇA DE CARVALHO";5264;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000050169;"ELIO NUNES RIBEIRO";"#NULO#";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"SOLTEIRO(A)";"PARDA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"ELIO NUNES RIBEIRO";NA;243;"NÃO ELEITO";NA;NA;NA;NA
250000040557;"JAILSON TORRES MACÁRIO";"#NULO#";"SD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"ALFAIATE E COSTUREIRO";"APTO";"N";"JAILSON TORRES MACÁRIO";NA;387;"NÃO ELEITO";NA;NA;NA;NA
250000008345;"AGNALDO QUEIROZ DE FARIA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";"AGNALDO QUEIROZ DE FARIA";NA;1871;"SUPLENTE";NA;NA;NA;NA
250000050165;"LUIZ SORIANO";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"APTO";"N";"LUIZ SORIANO";89739,36;52;"NÃO ELEITO";NA;NA;NA;NA
250000027273;"NELSA FLORINDA DE QUEIROZ METZLER";"#NULO#";"PRP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"NELSA FLORINDA DE QUEIROZ METZLER";NA;101;"NÃO ELEITO";NA;NA;NA;NA
250000014889;"ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"PROFESSOR DE ENSINO MÉDIO";"APTO";"N";"ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ";NA;5279;"SUPLENTE";"ADRIANA VASCONCELLOS VIEIRA DE OLIVEIRA LUIZ";1238,35;"Fundo Partidario";"Recursos de partido político"
250000010889;"RODOLFO FRANCISCO DE SOUZA";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"DESPACHANTE";"APTO";"N";"RODOLFO FRANCISCO DE SOUZA";605516,87;6001;"SUPLENTE";"RODOLFO FRANCISCO DE SOUZA";17000;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000020833;"GABRIELLE JORDANO DE OLIVEIRA";"#NULO#";"PSD";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"GABRIELLE JORDANO DE OLIVEIRA";NA;256;"SUPLENTE";"GABRIELLE JORDANO DE OLIVEIRA";10000;"Fundo Partidario";"Recursos de partido político"
250000027272;"SONIA MARIA GUERREIRO PAZINI";"#NULO#";"PRP";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"VIÚVO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";"SONIA MARIA GUERREIRO PAZINI";NA;80;"NÃO ELEITO";NA;NA;NA;NA
250000006150;"GENILDO DANTAS DA SILVA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"VIGILANTE";"APTO";"N";"GENILDO DANTAS DA SILVA";3000;185;"NÃO ELEITO";"GENILDO DANTAS DA SILVA";5835,45;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000011620;"MARIA ROSÁLIA PINFILDI GOMES";"#NULO#";"PV";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"SERVIDOR PÚBLICO FEDERAL";"APTO";"N";"MARIA ROSÁLIA PINFILDI GOMES";242262,41;417;"SUPLENTE";"MARIA ROSÁLIA PINFILDI GOMES";16613,2;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000010879;"APARECIDO DE LIMA";"#NULO#";"PHS";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"OUTROS";"APTO";"N";"APARECIDO DE LIMA";NA;1172;"SUPLENTE";NA;NA;NA;NA
250000027262;"JACIARA MARIA PEREIRA DA SILVA DE JESUS";"#NULO#";"PRP";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"CASADO(A)";"PARDA";"DONA DE CASA";"APTO";"N";"JACIARA MARIA PEREIRA DA SILVA DE JESUS";NA;636;"NÃO ELEITO";NA;NA;NA;NA
250000038389;"FRANCISCO DE ASSIS COSTA LIMA";"#NULO#";"PSDC";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PRETA";"POLICIAL MILITAR";"APTO";"N";"FRANCISCO DE ASSIS COSTA LIMA";450000;263;"NÃO ELEITO";NA;NA;NA;NA
250000038390;"FRANCISCO PEREIRA FERREIRA";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"BRANCA";"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS";"APTO";"N";"FRANCISCO PEREIRA FERREIRA";51000;190;"NÃO ELEITO";"FRANCISCO PEREIRA FERREIRA";4091,12;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de outros candidatos, Recursos de pessoas físicas"
250000019162;"FABIO MOURÃO ANTONIO";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"FABIO MOURÃO ANTONIO";199501,86;1391;"SUPLENTE";"FABIO MOURÃO ANTONIO";6253;"Outros Recursos, Fundo Partidario";"Recursos de partido político, Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000005019;"RONALDO LIGIERI SONS";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"RONALDO LIGIERI SONS";3724876,32;9239;"SUPLENTE";"RONALDO LIGIERI SONS";285940,95;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000022119;"HELIO LUIZ DE OLIVEIRA";"#NULO#";"PR";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"PARDA";"JORNALISTA E REDATOR";"APTO";"N";"HELIO LUIZ DE OLIVEIRA";NA;156;"SUPLENTE";NA;NA;NA;NA
250000058350;"LUCIANO GALESCO";"#NULO#";"PTN";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";"LUCIANO GALESCO";350000;10548;"SUPLENTE";"LUCIANO GALESCO";24616,6;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de outros candidatos"
250000013938;"EMÍDIO PICCORONI";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"EMÍDIO PICCORONI";340000;495;"NÃO ELEITO";"EMÍDIO PICCORONI";6269,99;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de pessoas físicas, Recursos próprios"
250000013963;"OSVALDO MENESES DOS SANTOS";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";"OSVALDO MENESES DOS SANTOS";3253,92;449;"NÃO ELEITO";NA;NA;NA;NA
250000019125;"ADILSON ARMANDO CARVALHO AMADEU";"#NULO#";"PTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"S";"ADILSON ARMANDO CARVALHO AMADEU";8540937,73;67071;"ELEITO POR QP";"ADILSON ARMANDO CARVALHO AMADEU";230780;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000006180;"DENIVALDO DA SILVA SANTANA";"#NULO#";"PC do B";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";"DENIVALDO DA SILVA SANTANA";NA;129;"NÃO ELEITO";"DENIVALDO DA SILVA SANTANA";4464,84;"Outros Recursos";"Recursos próprios, Recursos de partido político"
250000038340;"MARCELO GERALDO DA SILVA";"#NULO#";"PSDC";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PRETA";"MÚSICO";"APTO";"N";"MARCELO GERALDO DA SILVA";24760;575;"NÃO ELEITO";"MARCELO GERALDO DA SILVA";3558,12;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político, Recursos de outros candidatos"
250000013931;"ALEXANDRE GUIMARÃES DA COSTA ALECRIM";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"PARDA";"MILITAR REFORMADO";"APTO";"N";"ALEXANDRE GUIMARÃES DA COSTA ALECRIM";3000;245;"NÃO ELEITO";"ALEXANDRE GUIMARÃES DA COSTA ALECRIM";3129,99;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas"
250000006158;"MARTA LUCAS DOS SANTOS";"#NULO#";"PC do B";"FEMININO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";"MARTA LUCAS DOS SANTOS";2e+05;2634;"NÃO ELEITO";"MARTA LUCAS DOS SANTOS";33781,25;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000006205;"WANDERLEY LEMES TEIXEIRA";"#NULO#";"PC do B";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"WANDERLEY LEMES TEIXEIRA";NA;11015;"NÃO ELEITO";"WANDERLEY LEMES TEIXEIRA";49668,8;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000006148;"ITAMAR SANTOS SESSENTA";"#NULO#";"PC do B";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"SOLTEIRO(A)";"PARDA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";"ITAMAR SANTOS SESSENTA";6000;1072;"NÃO ELEITO";"ITAMAR SANTOS SESSENTA";20736,35;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de partido político"
250000019205;"VILZA CARLA BORGES DE AZEVEDO";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"VILZA CARLA BORGES DE AZEVEDO";NA;166;"SUPLENTE";NA;NA;NA;NA
250000005784;"DIOGO RIBEIRO DA LUZ";"#NULO#";"NOVO";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"DIOGO RIBEIRO DA LUZ";14707865,71;6062;"SUPLENTE";"DIOGO RIBEIRO DA LUZ";323640,34;"Outros Recursos";"Recursos próprios, Recursos de pessoas físicas"
250000011702;"AURELIO GIUSEPPE BARBATO";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"AURELIO GIUSEPPE BARBATO";446903,96;181;"SUPLENTE";"AURELIO GIUSEPPE BARBATO";800;"Outros Recursos";"Recursos próprios"
250000058394;"MARIO MAEDA JUNIOR";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ENGENHEIRO";"APTO";"N";"MARIO MAEDA JUNIOR";NA;3219;"SUPLENTE";"MARIO MAEDA JUNIOR";3958,09;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de outros candidatos"
250000014867;"MUNA ZEYN";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ASSISTENTE SOCIAL";"APTO";"N";"MUNA ZEYN";1380000;3762;"SUPLENTE";"MUNA ZEYN";61180;"Outros Recursos, Fundo Partidario";"Recursos de origens não identificadas, Recursos de partido político, Recursos de pessoas físicas"
250000022148;"JOSÉ DE PAULA NETO";"#NULO#";"PDT";"MASCULINO";"SUPERIOR INCOMPLETO";"SOLTEIRO(A)";"PRETA";"CANTOR E COMPOSITOR";"APTO";"N";"JOSÉ DE PAULA NETO";23060,37;20328;"SUPLENTE";"JOSÉ DE PAULA NETO";141867,42;"Outros Recursos";"Recursos próprios, Recursos de outros candidatos, Recursos de partido político, Recursos de pessoas físicas"
250000050199;"DOROVALDO ANTONIO ZOCCA";"#NULO#";"PSL";"MASCULINO";"ENSINO FUNDAMENTAL COMPLETO";"DIVORCIADO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"DOROVALDO ANTONIO ZOCCA";NA;361;"NÃO ELEITO";NA;NA;NA;NA
250000058389;"CRISTIANE DE MOURA COELHO";"#NULO#";"PTN";"FEMININO";"ENSINO FUNDAMENTAL COMPLETO";"SEPARADO(A) JUDICIALMENTE";"PARDA";"AGENTE ADMINISTRATIVO";"APTO";"N";"CRISTIANE DE MOURA COELHO";NA;567;"SUPLENTE";NA;NA;NA;NA
250000058347;"FRANCISCO JOSE LANG FERNANDES DE OLIVEIRA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"S";"FRANCISCO JOSE LANG FERNANDES DE OLIVEIRA";415484,16;5865;"SUPLENTE";"FRANCISCO JOSE LANG FERNANDES DE OLIVEIRA";90467,2;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos de partido político"
250000008342;"REGINA MARILIA PRADO MANSSUR";"#NULO#";"PRB";"FEMININO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"REGINA MARILIA PRADO MANSSUR";1254865,61;760;"SUPLENTE";NA;NA;NA;NA
250000011645;"NOVALTE ALVES DE SOUSA";"#NULO#";"PV";"MASCULINO";"ENSINO FUNDAMENTAL INCOMPLETO";"CASADO(A)";"PARDA";"AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS";"APTO";"N";"NOVALTE ALVES DE SOUSA";NA;443;"SUPLENTE";NA;NA;NA;NA
250000038391;"GIVANILDO ALVES FERREIRA";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"OPERADOR DE APARELHOS DE PRODUÇÃO INDUSTRIAL";"APTO";"N";"GIVANILDO ALVES FERREIRA";NA;338;"NÃO ELEITO";"GIVANILDO ALVES FERREIRA";668,32;"Fundo Partidario";"Recursos de partido político"
250000019195;"VERA MARISA DE SOUZA MACHADO FREITAS";"#NULO#";"PTB";"FEMININO";"ENSINO MÉDIO COMPLETO";"DIVORCIADO(A)";"BRANCA";"REPRESENTANTE COMERCIAL";"APTO";"N";"VERA MARISA DE SOUZA MACHADO FREITAS";NA;106;"SUPLENTE";NA;NA;NA;NA
250000008322;"EDUARDO KRASILCHIK";"#NULO#";"PRB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"EDUARDO KRASILCHIK";2060000;244;"SUPLENTE";NA;NA;NA;NA
250000010832;"DANILO ERRERIA CORTEZ DE SOUZA";"#NULO#";"PPS";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"SERVIDOR PÚBLICO MUNICIPAL";"APTO";"N";"DANILO ERRERIA CORTEZ DE SOUZA";55460,9;10918;"SUPLENTE";NA;NA;NA;NA
250000058403;"REGINALDO DA SILVA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"REGINALDO DA SILVA";NA;411;"SUPLENTE";NA;NA;NA;NA
250000008317;"DAVID OLIMPIO DA SILVA";"#NULO#";"PRB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PRETA";"MÚSICO";"APTO";"N";"DAVID OLIMPIO DA SILVA";NA;1333;"SUPLENTE";NA;NA;NA;NA
250000013956;"LIVIA MARIA RODRIGUES FIDELIX DA CRUZ";"#NULO#";"PRTB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";"LIVIA MARIA RODRIGUES FIDELIX DA CRUZ";156174,19;2224;"NÃO ELEITO";"LIVIA MARIA RODRIGUES FIDELIX DA CRUZ";43664,99;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000058374;"EDUARDO JOSÉ DE OLIVEIRA";"#NULO#";"PTN";"MASCULINO";"SUPERIOR INCOMPLETO";"CASADO(A)";"PARDA";"COMERCIANTE";"APTO";"N";"EDUARDO JOSÉ DE OLIVEIRA";3500;630;"SUPLENTE";NA;NA;NA;NA
250000020826;"EDUARDO QUEIROZ RODRIGUES";"#NULO#";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"EDUARDO QUEIROZ RODRIGUES";NA;1793;"SUPLENTE";NA;NA;NA;NA
250000058402;"RAPHAEL MARCO BLECH HAMAOUI";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"VETERINÁRIO";"APTO";"N";"RAPHAEL MARCO BLECH HAMAOUI";278746,63;3358;"SUPLENTE";NA;NA;NA;NA
250000013950;"LUCIO DIAS DE OLIVEIRA";"#NULO#";"PRTB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"OUTROS";"APTO";"N";"LUCIO DIAS DE OLIVEIRA";21500;1391;"NÃO ELEITO";"LUCIO DIAS DE OLIVEIRA";2779,99;"Outros Recursos, Fundo Partidario";"Recursos de pessoas físicas, Recursos de partido político"
250000004994;"SUELY IZIDORO DE SOUZA";"#NULO#";"PSDB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"PARDA";"PROFESSOR DE ENSINO FUNDAMENTAL";"APTO";"N";"SUELY IZIDORO DE SOUZA";395384,93;957;"SUPLENTE";"SUELY IZIDORO DE SOUZA";34703,5;"Outros Recursos";"Recursos próprios, Recursos de outros candidatos, Recursos de pessoas físicas"
250000019163;"LUIZ CLAUDIO MACHADO";"#NULO#";"PTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"PARDA";"OUTROS";"APTO";"N";"LUIZ CLAUDIO MACHADO";4258,91;158;"SUPLENTE";NA;NA;NA;NA
250000014906;"AKIKO AKIYAMA";"#NULO#";"PSOL";"FEMININO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"OUTROS";"APTO";"N";"AKIKO AKIYAMA";103441,78;466;"SUPLENTE";"AKIKO AKIYAMA";2713,57;"Outros Recursos, Fundo Partidario";"Recursos próprios, Recursos de pessoas físicas, Recursos de partido político"
250000006178;"CARMEN MIRANDA ALVES PEREIRA";"#NULO#";"PC do B";"FEMININO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"DONA DE CASA";"APTO";"N";"CARMEN MIRANDA ALVES PEREIRA";NA;34;"NÃO ELEITO";"CARMEN MIRANDA ALVES PEREIRA";4130,12;"Outros Recursos";"Recursos de pessoas físicas, Recursos de partido político"
250000011669;"JONAS PEREIRA";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"GERENTE";"APTO";"N";"JONAS PEREIRA";22590;1109;"SUPLENTE";NA;NA;NA;NA
250000050197;"ALFREDO DUQUE DE ALMEIDA FILHO";"#NULO#";"PSL";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"CASADO(A)";"PARDA";"EMPRESÁRIO";"APTO";"N";"ALFREDO DUQUE DE ALMEIDA FILHO";350000;3343;"NÃO ELEITO";NA;NA;NA;NA
250000040590;"LUIZ FERNANDO RODRIGO DE JESUZ";"#NULO#";"SD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"PARDA";"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES";"APTO";"N";"LUIZ FERNANDO RODRIGO DE JESUZ";NA;421;"NÃO ELEITO";"LUIZ FERNANDO RODRIGO DE JESUZ";300;"Outros Recursos";"Recursos de pessoas físicas"
250000020776;"JORGE SIDERATOS";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"POLICIAL MILITAR";"APTO";"N";"JORGE SIDERATOS";NA;443;"SUPLENTE";NA;NA;NA;NA
250000058396;"MOACYR MARTINS RODRIGUES";"#NULO#";"PTN";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADMINISTRADOR";"APTO";"N";"MOACYR MARTINS RODRIGUES";306000,62;1389;"SUPLENTE";"MOACYR MARTINS RODRIGUES";5416,6;"Fundo Partidario, Outros Recursos";"Recursos de partido político, Recursos de outros candidatos"
250000020798;"VICTOR ALEXANDRE PERINA";"#NULO#";"PMDB";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"ADVOGADO";"APTO";"N";"VICTOR ALEXANDRE PERINA";101355,89;7149;"SUPLENTE";"VICTOR ALEXANDRE PERINA";38922,05;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas"
250000022081;"EDUARDO MATARAZZO SUPLICY";"#NULO#";"PT";"MASCULINO";"SUPERIOR COMPLETO";"DIVORCIADO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";"EDUARDO MATARAZZO SUPLICY";3851361,78;301446;"ELEITO POR QP";"EDUARDO MATARAZZO SUPLICY";207189,53;"Outros Recursos, Fundo Partidario";"Recursos de outros candidatos, Recursos próprios, Recursos de pessoas físicas, Doações pela Internet, Recursos de partido político"
250000014909;"TALITA LUZIA ALVES TECEDOR";"#NULO#";"PCB";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"TALITA LUZIA ALVES TECEDOR";NA;189;"SUPLENTE";"TALITA LUZIA ALVES TECEDOR";500;"Outros Recursos";"Recursos de pessoas físicas"
250000013967;"JOSE LUIZ GLADCHI";"#NULO#";"PRTB";"MASCULINO";"ENSINO MÉDIO COMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"JOSE LUIZ GLADCHI";NA;92;"NÃO ELEITO";NA;NA;NA;NA
250000020814;"MARIA DAS GRAÇAS DOS SANTOS";"#NULO#";"PMDB";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"APOSENTADO (EXCETO SERVIDOR PÚBLICO)";"APTO";"N";"MARIA DAS GRAÇAS DOS SANTOS";280000;62;"SUPLENTE";NA;NA;NA;NA
250000038327;"ELIAS SKAF";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"JORNALISTA E REDATOR";"APTO";"N";"ELIAS SKAF";74161,7;1093;"NÃO ELEITO";NA;NA;NA;NA
250000011006;"GILMARA VANZO CRISTÃO";"#NULO#";"PP";"FEMININO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"TAXISTA";"APTO";"N";"GILMARA VANZO CRISTÃO";1124000;573;"SUPLENTE";NA;NA;NA;NA
250000004977;"VINÍCIUS ALVES SCHAEFER";"#NULO#";"PSDB";"MASCULINO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"PROFESSOR DE ENSINO SUPERIOR";"APTO";"N";"VINÍCIUS ALVES SCHAEFER";15000;9657;"SUPLENTE";"VINÍCIUS ALVES SCHAEFER";6034,4;"Outros Recursos";"Recursos próprios, Recursos de partido político, Recursos de pessoas físicas"
250000020824;"CICERO FIRMINO DA SILVA";"#NULO#";"PSD";"MASCULINO";"ENSINO MÉDIO COMPLETO";"CASADO(A)";"BRANCA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";"CICERO FIRMINO DA SILVA";NA;2746;"SUPLENTE";NA;NA;NA;NA
250000014884;"SILVINEIDE SANTANA SANTOS";"#NULO#";"PSOL";"FEMININO";"ENSINO MÉDIO INCOMPLETO";"SOLTEIRO(A)";"BRANCA";"OUTROS";"APTO";"N";"SILVINEIDE SANTANA SANTOS";23000;102;"SUPLENTE";NA;NA;NA;NA
250000038412;"MOACYR FIRMINO DOS SANTOS";"#NULO#";"PSDC";"MASCULINO";"ENSINO MÉDIO INCOMPLETO";"DIVORCIADO(A)";"PRETA";"MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS";"APTO";"N";"MOACYR FIRMINO DOS SANTOS";4e+05;2307;"NÃO ELEITO";NA;NA;NA;NA
250000011688;"EDSON VIEIRA NOVA JUNIOR";"#NULO#";"PV";"MASCULINO";"SUPERIOR COMPLETO";"CASADO(A)";"BRANCA";"SERVIDOR PÚBLICO ESTADUAL";"APTO";"N";"EDSON VIEIRA NOVA JUNIOR";63051,01;431;"SUPLENTE";NA;NA;NA;NA
250000011687;"MARIA CRISTINA DE PAULA LEITE GOUVEA";"#NULO#";"PV";"FEMININO";"SUPERIOR COMPLETO";"SOLTEIRO(A)";"BRANCA";"EMPRESÁRIO";"APTO";"N";"MARIA CRISTINA DE PAULA LEITE GOUVEA";24927,39;355;"SUPLENTE";"MARIA CRISTINA DE PAULA LEITE GOUVEA";500;"Outros Recursos";"Doações pela Internet"
